Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
137,End,End,1970/01/04 10:32:00.000,1970/01/04 10:32:00.000,Variant 25,25,Fluxicon Disco,Variant 25,25,End,End,End,complete,End,End,End
138,Register,System,1970/01/04 23:38:00.000,1970/01/04 23:38:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
138,Analyze Defect,Tester3,1970/01/04 23:38:00.000,1970/01/04 23:43:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,8,complete,,Tester3,T2
138,Repair (Complex),SolverC1,1970/01/05 00:05:00.000,1970/01/05 00:21:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
138,Test Repair,Tester6,1970/01/05 00:21:00.000,1970/01/05 00:27:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester6,
138,Inform User,System,1970/01/05 00:29:00.000,1970/01/05 00:29:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
138,Archive Repair,System,1970/01/05 00:36:00.000,1970/01/05 00:36:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
138,End,End,1970/01/05 00:36:00.000,1970/01/05 00:36:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
139,Register,System,1970/01/03 22:53:00.000,1970/01/03 22:53:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Register,,,complete,,System,
139,Analyze Defect,Tester3,1970/01/03 22:53:00.000,1970/01/03 23:01:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Analyze Defect,,1,complete,,Tester3,T3
139,Repair (Simple),SolverS1,1970/01/03 23:14:00.000,1970/01/03 23:20:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS1,
139,Test Repair,Tester5,1970/01/03 23:20:00.000,1970/01/03 23:30:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,false,,complete,1,Tester5,
139,Inform User,System,1970/01/03 23:22:00.000,1970/01/03 23:22:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Inform User,,,complete,,System,
139,Restart Repair,System,1970/01/03 23:36:00.000,1970/01/03 23:36:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Restart Repair,,,complete,,System,
139,Repair (Simple),SolverS1,1970/01/03 23:36:00.000,1970/01/03 23:42:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS1,
139,Test Repair,Tester6,1970/01/03 23:42:00.000,1970/01/03 23:52:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,false,,complete,2,Tester6,
139,Restart Repair,System,1970/01/04 00:00:00.000,1970/01/04 00:00:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Restart Repair,,,complete,,System,
139,Repair (Simple),SolverS3,1970/01/04 00:00:00.000,1970/01/04 00:18:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Repair (Simple),,,complete,,SolverS3,
139,Test Repair,Tester3,1970/01/04 00:18:00.000,1970/01/04 00:25:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Test Repair,true,,complete,3,Tester3,
139,Archive Repair,System,1970/01/04 00:32:00.000,1970/01/04 00:32:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,Archive Repair,true,,complete,3,System,
139,End,End,1970/01/04 00:32:00.000,1970/01/04 00:32:00.000,Variant 6,6,Fluxicon Disco,Variant 6,6,End,End,End,complete,End,End,End
14,Register,System,1970/01/02 17:03:00.000,1970/01/02 17:03:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Register,,,complete,,System,
14,Analyze Defect,Tester1,1970/01/02 17:03:00.000,1970/01/02 17:12:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Analyze Defect,,8,complete,,Tester1,T3
14,Repair (Complex),SolverC2,1970/01/02 17:23:00.000,1970/01/02 17:33:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC2,
14,Test Repair,Tester3,1970/01/02 17:33:00.000,1970/01/02 17:40:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,false,,complete,0,Tester3,
14,Restart Repair,System,1970/01/02 17:46:00.000,1970/01/02 17:46:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Restart Repair,,,complete,,System,
14,Repair (Complex),SolverC3,1970/01/02 17:46:00.000,1970/01/02 18:31:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC3,
14,Inform User,System,1970/01/02 17:56:00.000,1970/01/02 17:56:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Inform User,,,complete,,System,
14,Test Repair,Tester6,1970/01/02 18:31:00.000,1970/01/02 18:37:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,true,,complete,0,Tester6,
14,Archive Repair,System,1970/01/02 18:45:00.000,1970/01/02 18:45:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Archive Repair,true,,complete,0,System,
14,End,End,1970/01/02 18:45:00.000,1970/01/02 18:45:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,End,End,End,complete,End,End,End
140,Register,System,1970/01/04 08:13:00.000,1970/01/04 08:13:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
140,Analyze Defect,Tester6,1970/01/04 08:13:00.000,1970/01/04 08:20:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,8,complete,,Tester6,T3
140,Repair (Complex),SolverC3,1970/01/04 08:30:00.000,1970/01/04 09:10:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
140,Inform User,System,1970/01/04 08:58:00.000,1970/01/04 08:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
140,Test Repair,Tester5,1970/01/04 09:10:00.000,1970/01/04 09:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
140,Archive Repair,System,1970/01/04 09:26:00.000,1970/01/04 09:26:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
140,End,End,1970/01/04 09:26:00.000,1970/01/04 09:26:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
141,Register,System,1970/01/04 20:45:00.000,1970/01/04 20:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
141,Analyze Defect,Tester5,1970/01/04 20:45:00.000,1970/01/04 20:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,8,complete,,Tester5,T2
141,Repair (Complex),SolverC3,1970/01/04 20:59:00.000,1970/01/04 21:43:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
141,Inform User,System,1970/01/04 21:28:00.000,1970/01/04 21:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
141,Test Repair,Tester5,1970/01/04 21:43:00.000,1970/01/04 21:48:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
141,Archive Repair,System,1970/01/04 21:56:00.000,1970/01/04 21:56:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
141,End,End,1970/01/04 21:56:00.000,1970/01/04 21:56:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
142,Register,System,1970/01/05 02:46:00.000,1970/01/05 02:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
142,Analyze Defect,Tester1,1970/01/05 02:46:00.000,1970/01/05 02:55:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,6,complete,,Tester1,T3
142,Repair (Complex),SolverC3,1970/01/05 03:05:00.000,1970/01/05 03:53:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
142,Inform User,System,1970/01/05 03:44:00.000,1970/01/05 03:44:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
142,Test Repair,Tester2,1970/01/05 03:53:00.000,1970/01/05 04:00:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester2,
142,Archive Repair,System,1970/01/05 04:07:00.000,1970/01/05 04:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
142,End,End,1970/01/05 04:07:00.000,1970/01/05 04:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
143,Register,System,1970/01/05 04:03:00.000,1970/01/05 04:03:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Register,,,complete,,System,
143,Analyze Defect,Tester2,1970/01/05 04:03:00.000,1970/01/05 04:09:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Analyze Defect,,10,complete,,Tester2,T1
143,Repair (Complex),SolverC2,1970/01/05 04:10:00.000,1970/01/05 04:24:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC2,
143,Test Repair,Tester5,1970/01/05 04:24:00.000,1970/01/05 04:31:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,false,,complete,0,Tester5,
143,Restart Repair,System,1970/01/05 04:36:00.000,1970/01/05 04:36:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Restart Repair,,,complete,,System,
143,Repair (Complex),SolverC3,1970/01/05 04:36:00.000,1970/01/05 05:19:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Repair (Complex),,,complete,,SolverC3,
143,Inform User,System,1970/01/05 04:56:00.000,1970/01/05 04:56:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Inform User,,,complete,,System,
143,Test Repair,Tester4,1970/01/05 05:19:00.000,1970/01/05 05:28:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Test Repair,true,,complete,0,Tester4,
143,Archive Repair,System,1970/01/05 05:37:00.000,1970/01/05 05:37:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,Archive Repair,true,,complete,0,System,
143,End,End,1970/01/05 05:37:00.000,1970/01/05 05:37:00.000,Variant 19,19,Fluxicon Disco,Variant 19,19,End,End,End,complete,End,End,End
144,Register,System,1970/01/04 05:34:00.000,1970/01/04 05:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
144,Analyze Defect,Tester6,1970/01/04 05:34:00.000,1970/01/04 05:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester6,T2
144,Repair (Complex),SolverC1,1970/01/04 05:50:00.000,1970/01/04 06:07:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
144,Inform User,System,1970/01/04 05:57:00.000,1970/01/04 05:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
144,Test Repair,Tester6,1970/01/04 06:07:00.000,1970/01/04 06:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
144,Archive Repair,System,1970/01/04 06:25:00.000,1970/01/04 06:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
144,End,End,1970/01/04 06:25:00.000,1970/01/04 06:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
145,Register,System,1970/01/04 12:10:00.000,1970/01/04 12:10:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
145,Analyze Defect,Tester2,1970/01/04 12:10:00.000,1970/01/04 12:19:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,7,complete,,Tester2,T3
145,Inform User,System,1970/01/04 12:38:00.000,1970/01/04 12:38:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
145,Repair (Complex),SolverC2,1970/01/04 12:43:00.000,1970/01/04 13:00:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC2,
145,Test Repair,Tester6,1970/01/04 13:00:00.000,1970/01/04 13:05:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester6,
145,Archive Repair,System,1970/01/04 13:12:00.000,1970/01/04 13:12:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
145,End,End,1970/01/04 13:12:00.000,1970/01/04 13:12:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
146,Register,System,1970/01/04 17:20:00.000,1970/01/04 17:20:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
146,Analyze Defect,Tester2,1970/01/04 17:20:00.000,1970/01/04 17:29:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,2,complete,,Tester2,T3
146,Repair (Simple),SolverS2,1970/01/04 17:36:00.000,1970/01/04 17:51:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
146,Test Repair,Tester2,1970/01/04 17:51:00.000,1970/01/04 17:59:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester2,
146,Inform User,System,1970/01/04 18:14:00.000,1970/01/04 18:14:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
146,Archive Repair,System,1970/01/04 18:14:00.000,1970/01/04 18:14:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
146,End,End,1970/01/04 18:14:00.000,1970/01/04 18:14:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
147,Register,System,1970/01/05 12:18:00.000,1970/01/05 12:18:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
147,Analyze Defect,Tester6,1970/01/05 12:18:00.000,1970/01/05 12:26:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,9,complete,,Tester6,T2
147,Inform User,System,1970/01/05 12:41:00.000,1970/01/05 12:41:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
147,Repair (Complex),SolverC1,1970/01/05 12:44:00.000,1970/01/05 12:57:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC1,
147,Test Repair,Tester1,1970/01/05 12:57:00.000,1970/01/05 13:05:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester1,
147,Archive Repair,System,1970/01/05 13:13:00.000,1970/01/05 13:13:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
147,End,End,1970/01/05 13:13:00.000,1970/01/05 13:13:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
148,Register,System,1970/01/04 07:53:00.000,1970/01/04 07:53:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Register,,,complete,,System,
148,Analyze Defect,Tester5,1970/01/04 07:53:00.000,1970/01/04 08:03:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Analyze Defect,,5,complete,,Tester5,T1
148,Repair (Simple),SolverS2,1970/01/04 08:06:00.000,1970/01/04 08:17:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Repair (Simple),,,complete,,SolverS2,
148,Test Repair,Tester2,1970/01/04 08:17:00.000,1970/01/04 08:26:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Test Repair,false,,complete,1,Tester2,
148,Restart Repair,System,1970/01/04 08:35:00.000,1970/01/04 08:35:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Restart Repair,,,complete,,System,
148,Repair (Complex),SolverC2,1970/01/04 08:35:00.000,1970/01/04 08:50:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Repair (Complex),,,complete,,SolverC2,
148,Inform User,System,1970/01/04 08:37:00.000,1970/01/04 08:37:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Inform User,,,complete,,System,
148,Test Repair,Tester1,1970/01/04 08:50:00.000,1970/01/04 08:58:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Test Repair,true,,complete,1,Tester1,
148,Archive Repair,System,1970/01/04 09:07:00.000,1970/01/04 09:07:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Archive Repair,true,,complete,1,System,
148,End,End,1970/01/04 09:07:00.000,1970/01/04 09:07:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,End,End,End,complete,End,End,End
149,Register,System,1970/01/04 12:46:00.000,1970/01/04 12:46:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Register,,,complete,,System,
149,Analyze Defect,Tester2,1970/01/04 12:46:00.000,1970/01/04 12:53:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Analyze Defect,,4,complete,,Tester2,T1
149,Repair (Simple),SolverS1,1970/01/04 13:20:00.000,1970/01/04 13:25:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Repair (Simple),,,complete,,SolverS1,
149,Inform User,System,1970/01/04 13:25:00.000,1970/01/04 13:25:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Inform User,,,complete,,System,
149,Test Repair,Tester2,1970/01/04 13:25:00.000,1970/01/04 13:32:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Test Repair,false,,complete,1,Tester2,
149,Restart Repair,System,1970/01/04 13:39:00.000,1970/01/04 13:39:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Restart Repair,,,complete,,System,
149,Repair (Simple),SolverS3,1970/01/04 13:39:00.000,1970/01/04 13:51:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Repair (Simple),,,complete,,SolverS3,
149,Test Repair,Tester6,1970/01/04 13:51:00.000,1970/01/04 14:01:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Test Repair,true,,complete,2,Tester6,
149,Archive Repair,System,1970/01/04 14:11:00.000,1970/01/04 14:11:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Archive Repair,true,,complete,2,System,
149,End,End,1970/01/04 14:11:00.000,1970/01/04 14:11:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,End,End,End,complete,End,End,End
15,Register,System,1970/01/01 10:16:00.000,1970/01/01 10:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
15,Analyze Defect,Tester2,1970/01/01 10:16:00.000,1970/01/01 10:22:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,7,complete,,Tester2,T3
15,Repair (Complex),SolverC3,1970/01/01 10:29:00.000,1970/01/01 11:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
15,Inform User,System,1970/01/01 10:43:00.000,1970/01/01 10:43:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
15,Test Repair,Tester1,1970/01/01 11:16:00.000,1970/01/01 11:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester1,
15,Archive Repair,System,1970/01/01 11:31:00.000,1970/01/01 11:31:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
15,End,End,1970/01/01 11:31:00.000,1970/01/01 11:31:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
150,Register,System,1970/01/04 22:43:00.000,1970/01/04 22:43:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
150,Analyze Defect,Tester1,1970/01/04 22:43:00.000,1970/01/04 22:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,8,complete,,Tester1,T2
150,Repair (Complex),SolverC2,1970/01/04 23:11:00.000,1970/01/04 23:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
150,Inform User,System,1970/01/04 23:24:00.000,1970/01/04 23:24:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
150,Test Repair,Tester2,1970/01/04 23:28:00.000,1970/01/04 23:37:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester2,
150,Archive Repair,System,1970/01/04 23:47:00.000,1970/01/04 23:47:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
150,End,End,1970/01/04 23:47:00.000,1970/01/04 23:47:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
151,Register,System,1970/01/04 18:24:00.000,1970/01/04 18:24:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Register,,,complete,,System,
151,Analyze Defect,Tester5,1970/01/04 18:24:00.000,1970/01/04 18:31:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Analyze Defect,,6,complete,,Tester5,T2
151,Repair (Simple),SolverS1,1970/01/04 18:58:00.000,1970/01/04 19:03:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Repair (Simple),,,complete,,SolverS1,
151,Inform User,System,1970/01/04 18:59:00.000,1970/01/04 18:59:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Inform User,,,complete,,System,
151,Test Repair,Tester4,1970/01/04 19:03:00.000,1970/01/04 19:12:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Test Repair,false,,complete,1,Tester4,
151,Restart Repair,System,1970/01/04 19:21:00.000,1970/01/04 19:21:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Restart Repair,,,complete,,System,
151,Repair (Simple),SolverS3,1970/01/04 19:21:00.000,1970/01/04 19:41:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Repair (Simple),,,complete,,SolverS3,
151,Test Repair,Tester4,1970/01/04 19:41:00.000,1970/01/04 19:49:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Test Repair,true,,complete,2,Tester4,
151,Archive Repair,System,1970/01/04 19:58:00.000,1970/01/04 19:58:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,Archive Repair,true,,complete,2,System,
151,End,End,1970/01/04 19:58:00.000,1970/01/04 19:58:00.000,Variant 22,22,Fluxicon Disco,Variant 22,22,End,End,End,complete,End,End,End
152,Register,System,1970/01/05 08:09:00.000,1970/01/05 08:09:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Register,,,complete,,System,
152,Analyze Defect,Tester5,1970/01/05 08:09:00.000,1970/01/05 08:15:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Analyze Defect,,10,complete,,Tester5,T1
152,Inform User,System,1970/01/05 08:37:00.000,1970/01/05 08:37:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Inform User,,,complete,,System,
152,Repair (Complex),SolverC1,1970/01/05 08:42:00.000,1970/01/05 08:57:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Repair (Complex),,,complete,,SolverC1,
152,Test Repair,Tester5,1970/01/05 08:57:00.000,1970/01/05 09:07:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Test Repair,false,,complete,0,Tester5,
152,Restart Repair,System,1970/01/05 09:16:00.000,1970/01/05 09:16:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Restart Repair,,,complete,,System,
152,Repair (Complex),SolverC1,1970/01/05 09:16:00.000,1970/01/05 09:32:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Repair (Complex),,,complete,,SolverC1,
152,Test Repair,Tester5,1970/01/05 09:32:00.000,1970/01/05 09:38:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Test Repair,true,,complete,0,Tester5,
152,Archive Repair,System,1970/01/05 09:44:00.000,1970/01/05 09:44:00.000,Variant 36,36,Fluxicon Disco,Variant 36,36,Archive Repair,true,,complete,0,System,
